year_value,site_id,depth_to_gw_ft,depth_to_gw_m,year_type_id,metric_id,Aq_type,trend_type,POI_type_ID,latitude,longitude,location_name,data_source,bbox_side,open_et_version,scaled_annual_et_avg
2000,KSGS.371852100505801,239.39,72.966072,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,781.134
2001,KSGS.371852100505801,241.96,73.749408,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,859.635
2002,KSGS.371852100505801,242.78,73.999344,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,787.151
2003,KSGS.371852100505801,246.71,75.197208,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,836.748
2004,KSGS.371852100505801,247.71,75.502008,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,666.882
2005,KSGS.371852100505801,246.96,75.273408,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,831.898
2006,KSGS.371852100505801,248.07,75.611736,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,840.448
2007,KSGS.371852100505801,249.56,76.065888,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,815.141
2008,KSGS.371852100505801,252.74,77.035152,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,808.424
2009,KSGS.371852100505801,254.04,77.431392,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,759.258
2010,KSGS.371852100505801,255.87,77.989176,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,745.527
2011,KSGS.371852100505801,257.2,78.39456,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,804.447
2012,KSGS.371852100505801,263.27,80.244696,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,713.223
2013,KSGS.371852100505801,266.14,81.119472,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,784.084
2014,KSGS.371852100505801,269.79,82.231992,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,831.498
2015,KSGS.371852100505801,271.88,82.869024,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,893.543
2016,KSGS.371852100505801,272.95,83.19516,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,791.494
2017,KSGS.371852100505801,273.12,83.246976,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,674.263
2018,KSGS.371852100505801,274.94,83.801712,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,803.025
2019,KSGS.371852100505801,276.45,84.26196,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.0,823.101
2020,KSGS.371852100505801,276.24,84.197952,water,mean,unconfined,annual mean,2000.0,37.31502,-100.8505,,USGS,1,2.1,888.307
2000,KSGS.372043101363101,227.26,69.268848,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,588.628
2001,KSGS.372043101363101,228.25,69.5706,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,565.834
2002,KSGS.372043101363101,230.64,70.299072,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,522.828
2003,KSGS.372043101363101,229.63,69.991224,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,592.707
2004,KSGS.372043101363101,231.16,70.457568,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,502.338
2005,KSGS.372043101363101,229.91,70.076568,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,599.369
2006,KSGS.372043101363101,229.29,69.887592,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,469.646
2007,KSGS.372043101363101,231.51,70.564248,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,552.664
2008,KSGS.372043101363101,232.78,70.951344,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,365.661
2009,KSGS.372043101363101,233.46,71.158608,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,538.224
2010,KSGS.372043101363101,233.45,71.15556,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,557.917
2011,KSGS.372043101363101,236.4,72.05472,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,356.146
2012,KSGS.372043101363101,237.36,72.347328,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,493.179
2013,KSGS.372043101363101,238.36,72.652128,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,498.681
2014,KSGS.372043101363101,239.88,73.115424,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,432.706
2015,KSGS.372043101363101,239.29,72.935592,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,599.275
2016,KSGS.372043101363101,240.05,73.16724,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,556.907
2017,KSGS.372043101363101,241.06,73.475088,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,659.045
2018,KSGS.372043101363101,239.585,73.025508,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,585.233
2019,KSGS.372043101363101,240.12,73.188576,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.0,533.298
2020,KSGS.372043101363101,237.78,72.475344,water,mean,unconfined,annual mean,2000.0,37.34495,-101.6104,,USGS,1,2.1,406.69
2000,KSGS.372539100142504,65.97,20.107656,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,837.124
2001,KSGS.372539100142504,68.68,20.933664,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,771.825
2002,KSGS.372539100142504,74.66,22.756368,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,826.129
2003,KSGS.372539100142504,77.68,23.676864,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,850.929
2004,KSGS.372539100142504,79.49,24.228552,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,794.363
2005,KSGS.372539100142504,79.03,24.088344,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,874.274
2006,KSGS.372539100142504,76.73,23.387304,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,846.391
2007,KSGS.372539100142504,75.9,23.13432,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,848.227
2008,KSGS.372539100142504,83.14,25.341072,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,871.003
2009,KSGS.372539100142504,89.28,27.212544,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,841.823
2010,KSGS.372539100142504,94.36,28.760928,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,774.517
2011,KSGS.372539100142504,99.13,30.214824,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,757.734
2012,KSGS.372539100142504,110.94,33.814512,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,801.762
2013,KSGS.372539100142504,115.61,35.237928,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,755.693
2014,KSGS.372539100142504,119.38,36.387024,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,774.15
2015,KSGS.372539100142504,122.245,37.260276,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,928.367
2016,KSGS.372539100142504,122.55,37.35324,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,786.719
2017,KSGS.372539100142504,122.4,37.30752,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,832.988
2018,KSGS.372539100142504,123.6,37.67328,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,876.987
2019,KSGS.372539100142504,124.62,37.984176,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.0,881.512
2020,KSGS.372539100142504,126.95,38.69436,water,mean,unconfined,annual mean,2000.0,37.42949,-100.2434,,USGS,1,2.1,895.606
2000,KSGS.373331098033301,20.15,6.14172,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,815.058
2001,KSGS.373331098033301,18.86,5.748528,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,733.747
2002,KSGS.373331098033301,19.22,5.858256,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,810.19
2003,KSGS.373331098033301,19.44,5.925312,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,839.825
2004,KSGS.373331098033301,19.24,5.864352,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,852.16
2005,KSGS.373331098033301,19.4,5.91312,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,885.136
2006,KSGS.373331098033301,19.34,5.894832,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,885.744
2007,KSGS.373331098033301,19.57,5.964936,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,844.368
2008,KSGS.373331098033301,18.51,5.641848,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,888.12
2009,KSGS.373331098033301,18.34,5.590032,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,844.648
2010,KSGS.373331098033301,18.71,5.702808,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,852.345
2011,KSGS.373331098033301,19.29,5.879592,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,813.187
2012,KSGS.373331098033301,21.65,6.59892,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,863.526
2013,KSGS.373331098033301,22.8,6.94944,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,941.207
2014,KSGS.373331098033301,22.08,6.729984,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,911.339
2015,KSGS.373331098033301,23.65,7.20852,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,874.294
2016,KSGS.373331098033301,23.14,7.053072,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,956.442
2017,KSGS.373331098033301,22.4,6.82752,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,892.372
2018,KSGS.373331098033301,22.82,6.955536,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,872.35
2019,KSGS.373331098033301,21.65,6.59892,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.0,797.384
2020,KSGS.373331098033301,21.44,6.534912,water,mean,unconfined,annual mean,2000.0,37.56096,-98.058,,USGS,1,2.1,902.808
2000,KSGS.373607100565301,380.865,116.087652,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,786.998
2001,KSGS.373607100565301,382.68,116.640864,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,550.935
2002,KSGS.373607100565301,385.21,117.412008,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,598.911
2003,KSGS.373607100565301,389.05,118.58244,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,655.148
2004,KSGS.373607100565301,390.1,118.90248,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,587.481
2005,KSGS.373607100565301,391.29,119.265192,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,704.394
2006,KSGS.373607100565301,390.58,119.048784,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,425.811
2007,KSGS.373607100565301,393.6,119.96928,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,744.738
2008,KSGS.373607100565301,393.69,119.996712,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,493.76
2009,KSGS.373607100565301,396.49,120.850152,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,583.641
2010,KSGS.373607100565301,398.76,121.542048,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,664.186
2011,KSGS.373607100565301,401.25,122.301,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,347.829
2012,KSGS.373607100565301,406.43,123.879864,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,468.14
2013,KSGS.373607100565301,408.64,124.553472,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,514.308
2014,KSGS.373607100565301,409.71,124.879608,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,549.624
2015,KSGS.373607100565301,413.2,125.94336,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,701.255
2016,KSGS.373607100565301,412.59,125.757432,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,660.272
2017,KSGS.373607100565301,413.23,125.952504,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,744.446
2018,KSGS.373607100565301,415.94,126.778512,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,686.46
2019,KSGS.373607100565301,417.43,127.232664,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.0,676.159
2020,KSGS.373607100565301,418.91,127.683768,water,mean,unconfined,annual mean,2000.0,37.59874,-100.9497,,USGS,1,2.1,797.334
2000,KSGS.374111099070401,32.2,9.81456,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,822.443
2001,KSGS.374111099070401,32.14,9.796272,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,709.039
2002,KSGS.374111099070401,33.53,10.219944,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,848.656
2003,KSGS.374111099070401,35.78,10.905744,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,764.842
2004,KSGS.374111099070401,37.57,11.451336,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,766.267
2005,KSGS.374111099070401,38.78,11.820144,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,746.483
2006,KSGS.374111099070401,38.9,11.85672,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,765.719
2007,KSGS.374111099070401,41.525,12.65682,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,861.3
2008,KSGS.374111099070401,39.93,12.170664,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,742.904
2009,KSGS.374111099070401,38.57,11.756136,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,748.407
2010,KSGS.374111099070401,37.81,11.524488,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,904.933
2011,KSGS.374111099070401,38.55,11.75004,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,818.962
2012,KSGS.374111099070401,41.22,12.563856,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,844.143
2013,KSGS.374111099070401,42.61,12.987528,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,861.178
2014,KSGS.374111099070401,42.88,13.069824,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,830.726
2015,KSGS.374111099070401,43.57,13.280136,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,720.563
2016,KSGS.374111099070401,44.1,13.44168,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,865.92
2017,KSGS.374111099070401,44.46,13.551408,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,769.844
2018,KSGS.374111099070401,45.0,13.716,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,846.925
2019,KSGS.374111099070401,43.57,13.280136,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.0,793.416
2020,KSGS.374111099070401,42.68,13.008864,water,mean,unconfined,annual mean,2000.0,37.68448,-99.11925,,USGS,1,2.1,787.575
2000,KSGS.374125100344101,152.38,46.445424,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,801.18
2001,KSGS.374125100344101,157.46,47.993808,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,775.31
2002,KSGS.374125100344101,161.79,49.313592,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,861.423
2003,KSGS.374125100344101,168.98,51.505104,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,753.081
2004,KSGS.374125100344101,174.76,53.266848,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,713.383
2005,KSGS.374125100344101,180.21,54.928008,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,873.423
2006,KSGS.374125100344101,186.38,56.808624,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,747.433
2007,KSGS.374125100344101,193.52,58.984896,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,831.084
2008,KSGS.374125100344101,199.385,60.772548,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,772.252
2009,KSGS.374125100344101,205.82,62.733936,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,781.743
2010,KSGS.374125100344101,212.69,64.827912,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,758.218
2011,KSGS.374125100344101,222.47,67.808856,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,700.969
2012,KSGS.374125100344101,233.015,71.022972,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,776.992
2013,KSGS.374125100344101,238.025,72.55002,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,734.064
2014,KSGS.374125100344101,241.99,73.758552,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,818.376
2015,KSGS.374125100344101,245.54,74.840592,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,846.509
2016,KSGS.374125100344101,245.945,74.964036,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,861.601
2017,KSGS.374125100344101,247.865,75.549252,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,810.15
2018,KSGS.374125100344101,248.83,75.843384,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,841.025
2019,KSGS.374125100344101,251.02,76.510896,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.0,793.4
2020,KSGS.374125100344101,251.09,76.532232,water,mean,unconfined,annual mean,2000.0,37.69024,-100.5795,,USGS,1,2.1,846.542
2000,KSGS.374747100552101,158.37,48.271176,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,891.975
2001,KSGS.374747100552101,163.64,49.877472,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,947.784
2002,KSGS.374747100552101,168.24,51.279552,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,937.221
2003,KSGS.374747100552101,176.19,53.702712,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,895.064
2004,KSGS.374747100552101,182.89,55.744872,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,815.99
2005,KSGS.374747100552101,187.98,57.296304,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,906.353
2006,KSGS.374747100552101,193.2,58.88736,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,843.748
2007,KSGS.374747100552101,199.8,60.89904,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,898.026
2008,KSGS.374747100552101,204.7,62.39256,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,903.536
2009,KSGS.374747100552101,211.2,64.37376,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,815.936
2010,KSGS.374747100552101,217.55,66.30924,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,801.866
2011,KSGS.374747100552101,224.2,68.33616,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,865.668
2012,KSGS.374747100552101,232.6,70.89648,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,846.892
2013,KSGS.374747100552101,239.5,72.9996,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,911.986
2014,KSGS.374747100552101,245.5,74.8284,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,922.403
2015,KSGS.374747100552101,252.3,76.90104,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,885.306
2016,KSGS.374747100552101,255.38,77.839824,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,879.075
2017,KSGS.374747100552101,258.52,78.796896,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,906.406
2018,KSGS.374747100552101,260.31,79.342488,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,861.023
2019,KSGS.374747100552101,264.1,80.49768,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.0,913.179
2020,KSGS.374747100552101,304.51,92.814648,water,mean,unconfined,annual mean,2000.0,37.79492,-100.9225,,USGS,1,2.1,952.294
2000,KSGS.375145100485701,126.71,38.621208,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,958.87
2001,KSGS.375145100485701,129.05,39.33444,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,866.965
2002,KSGS.375145100485701,131.62,40.117776,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,920.726
2003,KSGS.375145100485701,135.64,41.343072,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,905.842
2004,KSGS.375145100485701,139.16,42.415968,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,899.882
2005,KSGS.375145100485701,140.8,42.91584,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,986.934
2006,KSGS.375145100485701,144.18,43.946064,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,666.17
2007,KSGS.375145100485701,146.5,44.6532,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,821.255
2008,KSGS.375145100485701,149.65,45.61332,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,931.655
2009,KSGS.375145100485701,154.0,46.9392,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,861.662
2010,KSGS.375145100485701,160.0,48.768,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,869.456
2011,KSGS.375145100485701,167.85,51.16068,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,879.569
2012,KSGS.375145100485701,172.7,52.63896,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,880.371
2013,KSGS.375145100485701,175.0,53.34,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,900.664
2014,KSGS.375145100485701,180.3,54.95544,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,880.105
2015,KSGS.375145100485701,186.0,56.6928,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,945.384
2016,KSGS.375145100485701,189.32,57.704736,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,925.228
2017,KSGS.375145100485701,192.12,58.558176,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,814.041
2018,KSGS.375145100485701,195.0,59.436,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,965.813
2019,KSGS.375145100485701,197.63,60.237624,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.0,989.107
2020,KSGS.375145100485701,200.62,61.148976,water,mean,unconfined,annual mean,2000.0,37.86209,-100.8179,,USGS,1,2.1,1011.807
2000,KSGS.375454101075401,123.72,37.709856,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,997.393
2001,KSGS.375454101075401,129.2,39.38016,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1062.967
2002,KSGS.375454101075401,133.16,40.587168,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1053.628
2003,KSGS.375454101075401,139.622,42.5567856,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1142.03
2004,KSGS.375454101075401,147.6633333,45.00778399,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,931.999
2005,KSGS.375454101075401,150.8875,45.99051,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1075.131
2006,KSGS.375454101075401,154.33,47.039784,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,991.514
2007,KSGS.375454101075401,158.59,48.338232,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1053.665
2008,KSGS.375454101075401,162.9333333,49.66207999,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1016.313
2009,KSGS.375454101075401,170.7025,52.030122,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,823.065
2010,KSGS.375454101075401,174.1933333,53.09412799,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,888.778
2011,KSGS.375454101075401,177.93,54.233064,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,933.109
