year_value,site_id,depth_to_gw_ft,depth_to_gw_m,year_type_id,metric_id,Aq_type,trend_type,POI_type_ID,latitude,longitude,location_name,data_source,bbox_side,open_et_version,scaled_annual_et_avg
2003,san_simon_valley,221.8000071,67.60464,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,618.764
2004,san_simon_valley,218.900007,66.72072,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,783.769
2005,san_simon_valley,234.8000075,71.56704,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,829.165
2007,san_simon_valley,221.3000071,67.45224,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,1021.836
2008,san_simon_valley,269.1000086,82.02168,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,955.72
2009,san_simon_valley,278.5000089,84.8868,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,878.02
2010,san_simon_valley,246.6000079,75.16368,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,666.273
2011,san_simon_valley,244.9000078,74.64552,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,827.482
2013,san_simon_valley,274.6000088,83.69808,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,632.621
2015,san_simon_valley,273.4500088,83.34756,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.0,428.41
2020,san_simon_valley,374.7998808,114.239,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.1,1002.591
2022,san_simon_valley,357.7998802,109.0574,,,,,,32.17119,-109.158,San Simon Valley,Jasechko,1,2.1,1026.579
2006,southern_willcox,140.7000045,42.88536,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,233.549
2011,southern_willcox,132.7000042,40.44696,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,182.253
2012,southern_willcox,132.0000042,40.2336,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,232.896
2013,southern_willcox,131.5000042,40.0812,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,312.7
2015,southern_willcox,132.5000042,40.386,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,405.08
2016,southern_willcox,134.7000043,41.05656,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,341.912
2018,southern_willcox,147.0000047,44.8056,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,370.988
2019,southern_willcox,153.0000049,46.6344,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.0,383.253
2020,southern_willcox,154.700005,47.15256,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.1,440.685
2022,southern_willcox,155.300005,47.33544,,,,,,31.36597,-109.663,Southern Willcox Basin,Jasechko,1,2.1,497.696
2000,willcox,253.7000081,77.32776,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,789.712
2003,willcox,272.5000087,83.058,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,967.657
2004,willcox,277.7000089,84.64296,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,898.844
2005,willcox,289.4000093,88.20912,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,944.015
2007,willcox,303.9000097,92.62872,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,945.913
2011,willcox,325.5000104,99.2124,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,832.53
2013,willcox,346.2998798,105.5522,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,932.788
2014,willcox,346.8999455,105.7351,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,942.466
2015,willcox,352.0000113,107.2896,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,735.658
2017,willcox,372.7500119,113.6142,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,530.228
2019,willcox,392.1000782,119.5121,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.0,591.662
2020,willcox,402.8999473,122.8039,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.1,703.334
2021,willcox,410.2001444,125.029,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.1,611.347
2022,willcox,432.2001451,131.7346,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.1,799.466
2023,willcox,444.5000142,135.4836,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.1,861.585
2024,willcox,450.10008,137.1905,,,,,,32.03619,-109.754,Arizona (Willcox Basin),Jasechko,1,2.1,825.554
